country,year,sex,list,agf,cause,total,d20_new,d30_new,d40_new,d50_new,d60_new,d70_new,d80_new,d90_new,d100p,Calculated total,Check total
USA,2011,3,long,4,1,1880941.93,80895.46,44628.95,92407.83,200179.14,287827.06,378392.6,530701.2,252053.92,13647.8,1880733.96,207.97
USA,2011,3,long,4,102,37.56,1.02,0,5.07,6.06,3.02,8.07,12.21,2.04,0,37.49,0.07
USA,2011,3,long,4,103,3117.93,31.92,40.75,117.58,248.39,398.02,673.16,1107.84,479.14,19.26,3116.06,1.87
USA,2011,3,long,4,104,18134,18.43,109.92,523.89,1416.69,2153.31,2946.26,5697.08,4757.01,533.24,18155.83,-21.83
USA,2011,3,long,4,105,34148.45,169.49,785.11,2716.16,5242.60,5402.54,4732.06,8208.66,6399.27,510.95,34166.84,-18.39
USA,2011,3,long,4,106,10197.88,34.82,89.62,300.98,613.95,1062.04,1829.34,3772.25,2329.74,168.17,10200.91,-3.03
USA,2011,3,long,4,107,3720.28,10.21,39.7,146.98,309.02,385.92,596.29,1264.84,926.50,41.84,3721.3,-1.02
USA,2011,3,long,4,108,121662.88,181.75,881.53,4593.21,13231.36,20849.51,25452.13,36398.44,18970.08,1104.93,121662.94,-0.06
USA,2011,3,long,4,109,4190.27,12.32,36.66,163.13,493.78,690.22,808.03,1276.48,653.65,56.85,4191.12,-0.85
USA,2011,3,long,4,110,255275.55,286.04,1418.88,7194.53,21412.17,34295.48,47681.63,85583.19,53643.46,3858.19,255373.57,-98.02
USA,2011,3,long,4,111,14418.24,355.79,469.75,933.58,1704.54,2411.28,2961.57,3827.08,1675.68,74.02,14413.29,4.95
USA,2011,3,long,4,112,169612.89,1880.76,2159.15,4994.69,11003.24,17057.83,27786.25,60067.00,41938.10,2797.53,169684.55,-71.66
USA,2012,1,long,4,0,1273721.97,54980.28,33201.60,66958.30,159577.53,228145.89,268456.59,329615.38,128693.6,4092.8,1273721.97,0
USA,2012,1,long,4,1,945176.96,53079.79,29133.47,52589.38,119581.31,169139.5,200851.93,234602.72,83755.81,2388.39,945122.3,54.66
USA,2012,1,long,4,102,11.13,2.03,1.02,1.01,2.02,2.02,2.02,1.01,0,0,11.13,0
USA,2012,1,long,4,103,1020.2,12.32,20.41,41.63,113.22,150.24,226.89,326.19,126.13,3.16,1020.19,0.01
USA,2012,1,long,4,104,7610.49,16.34,59.16,279.10,1034.04,1501.64,1471.21,2016.02,1165.55,71.67,7614.73,-4.24
USA,2012,1,long,4,105,17725.97,126.6,589.78,1731.94,3892.54,3779.63,2660.52,3185.59,1699.77,63.25,17729.62,-3.65
USA,2012,1,long,4,106,4400.19,26.56,39.8,155.30,367.00,580.00,824.03,1573.85,799.24,35.84,4401.62,-1.43
USA,2012,1,long,4,107,1780.92,10.24,37.76,84.26,202.17,259.18,347.89,530.95,296.44,12.65,1781.54,-0.62
USA,2012,1,long,4,108,66921.61,131.91,649.86,3159.46,9784.72,14713.57,14928.13,16801.71,6560.28,191.82,66921.46,0.15
USA,2012,1,long,4,109,2126.15,4.15,26.55,100.55,360.16,439.12,408.78,547.58,224.83,14.77,2126.49,-0.34
USA,2012,1,long,4,110,140243.83,215.69,1095.81,5185.66,16094.65,25240.98,29904.47,42280.85,19502.05,744.2,140264.36,-20.53
USA,2012,1,long,4,111,5897.49,192.12,202.03,435.47,834.9,1129.46,1290.71,1375.78,423.10,12.65,5896.22,1.27
USA,2012,1,long,4,112,80807.03,1162.53,1345.95,3194.54,7310.80,11210.55,15540.01,26373.13,14140.40,554.4,80832.31,-25.28
USA,2012,2,long,4,0,1269556.98,28245,17772.66,43322.62,100405.73,157992.84,230351.53,403183.94,268408.92,19873.74,1269556.98,0
USA,2012,2,long,4,1,958769.97,27207.58,15848.12,36972.69,83793.05,128598.77,182002.6,294428.96,177695.3,12061.42,958608.49,161.48
USA,2012,2,long,4,102,8.13,1.03,0,1.01,0,2.01,2.02,1.02,1.03,0,8.12,0.01
USA,2012,2,long,4,103,2099.49,12.4,28.71,42.60,122.22,289.25,461.57,716.75,405.62,19.35,2098.47,1.02
USA,2012,2,long,4,104,11955.44,7.27,45.09,195.75,527.27,991.75,1598.85,4114.07,4037.64,453.71,11971.4,-15.96
USA,2012,2,long,4,105,17918.05,40.12,232.42,800.64,1790.36,1911.23,2310.81,5258.20,5092.50,497.82,17934.1,-16.05
USA,2012,2,long,4,106,5665.56,11.31,32.79,82.20,242.51,517.14,930.46,2111.76,1612.30,126.89,5667.36,-1.8
USA,2012,2,long,4,107,2223.36,6.17,19.45,39.57,105.07,186.45,309.05,790.29,723.14,45.16,2224.35,-0.99
USA,2012,2,long,4,108,52811.96,62.77,249.90,1223.19,3486.22,6546.39,10018.89,17863.96,12407.49,956.9,52815.71,-3.75
USA,2012,2,long,4,109,1881.12,6.21,13.31,54.79,122.24,206.61,338.33,635.49,470.78,33.33,1881.09,0.03
USA,2012,2,long,4,110,113438.55,62.88,335.82,1699.13,5470.42,10523.73,17683.20,40495.89,34190.38,3047.09,113508.54,-69.99
USA,2012,2,long,4,111,8953.92,200.80,244.86,508.55,870.85,1319.33,1822.82,2573.92,1346.15,62.36,8949.64,4.28
USA,2012,2,long,4,112,93831.43,626.46,722.19,1702.50,3875.52,6900.18,12872.93,34193.63,30426.59,2569.71,93889.71,-58.28
USA,2012,3,long,4,0,2543278.95,83225.28,50974.26,110280.92,259983.26,386138.73,498808.12,732799.32,397102.52,23966.54,2543278.95,0
USA,2012,3,long,4,1,1903946.92,80287.37,44981.57,89562.06,203374.40,297738.27,382854.50,529031.68,261451.1,14449.81,1903730.76,216.16
USA,2012,3,long,4,102,19.27,3.06,1.02,2.03,2.02,4.03,4.04,2.03,1.03,0,19.26,0.01
USA,2012,3,long,4,103,3119.69,24.73,49.11,84.22,235.43,439.49,688.46,1042.94,531.75,22.51,3118.64,1.05
USA,2012,3,long,4,104,19565.93,23.61,104.26,474.85,1561.31,2493.39,3070.06,6130.07,5203.18,525.38,19586.11,-20.18
USA,2012,3,long,4,105,35644.02,166.72,822.21,2532.59,5682.89,5690.87,4971.34,8443.79,6792.26,561.07,35663.74,-19.72
USA,2012,3,long,4,106,10065.75,37.86,72.59,237.50,609.51,1097.14,1754.50,3685.61,2411.55,162.73,10068.99,-3.24
USA,2012,3,long,4,107,4004.28,16.41,57.21,123.83,307.23,445.63,656.94,1321.24,1019.58,57.8,4005.87,-1.59
USA,2012,3,long,4,108,119733.57,194.68,899.76,4382.65,13270.94,21259.96,24947.02,34665.68,18967.77,1148.73,119737.19,-3.62
USA,2012,3,long,4,109,4007.27,10.35,39.86,155.34,482.40,645.73,747.11,1183.07,695.61,48.1,4007.57,-0.3
USA,2012,3,long,4,110,253682.38,278.56,1431.64,6884.79,21565.07,35764.72,47587.67,82776.74,53692.44,3791.29,253772.92,-90.54
USA,2012,3,long,4,111,14851.41,392.95,446.89,944.02,1705.75,2448.78,3113.53,3949.71,1769.25,75.01,14845.89,5.52
USA,2012,3,long,4,112,174638.46,1788.98,2068.14,4897.04,11186.31,18110.72,28412.95,60566.76,44567.00,3124.11,174722.01,-83.55
USA,2013,1,long,4,0,1306034.02,54408.96,33986.48,66061.81,161470.74,236674.21,279754.35,334485.35,134844.81,4347.31,1306034.02,0
USA,2013,1,long,4,1,967910.68,52550.16,29995.47,51670.62,120729.57,175357.81,208884.47,238382.07,87724.28,2568.64,967863.09,47.59
USA,2013,1,long,4,102,15.23,2.09,0,1.01,1.01,4.03,2.02,5.06,0,0,15.22,0.01
USA,2013,1,long,4,103,1139.01,11.25,23.47,49.73,121.22,179.39,236.86,377.07,137.77,2.11,1138.87,0.14
USA,2013,1,long,4,104,8186.29,23.51,76.47,340.01,1208.32,1582.27,1623.80,2119.92,1144.95,69.71,8188.96,-2.67
USA,2013,1,long,4,105,18928.34,128.55,566.98,1831.51,3967.55,4176.4,3005.30,3306.40,1864.25,85.57,18932.51,-4.17
USA,2013,1,long,4,106,4921.46,21.47,56.07,188.79,397.06,648.98,960.60,1683.28,921.51,45.41,4923.17,-1.71
USA,2013,1,long,4,107,1910.53,6.12,30.60,86.27,181.87,329.56,327.59,581.32,354.07,13.73,1911.13,-0.6
USA,2013,1,long,4,108,66760.45,106.13,632.06,3077.16,9677.59,14817.63,15396.37,16468.70,6397.89,184.83,66758.36,2.09
USA,2013,1,long,4,109,2173.26,9.18,22.43,109.65,361.85,490.03,456.81,486.43,226.66,10.57,2173.61,-0.35
USA,2013,1,long,4,110,141897.65,203.05,1009.24,4961.16,16189.02,25783.87,30772.86,42085.77,20131.02,780.55,141916.54,-18.89
USA,2013,1,long,4,111,6328.7,194.09,188.66,427.33,914.38,1254.69,1395.01,1427.27,519.17,7.39,6327.99,0.71
USA,2013,1,long,4,112,85862.42,1153.36,1385.03,3318.57,7721.30,12049.55,16692.66,27562.06,15423.24,578.8,85884.57,-22.15
USA,2013,2,long,4,0,1290958.96,27984.75,18245.52,42526.23,102414.94,163005.66,237494.81,402511.54,276130.93,20644.58,1290958.96,0
USA,2013,2,long,4,1,978021.6,26951.69,16385.73,36335.26,85302.21,132837.61,188119.62,294899.97,184492.80,12553.35,977878.24,143.36
USA,2013,2,long,4,102,14.24,2.05,0,1.02,0,3.03,3.03,3.05,2.05,0,14.23,0.01
USA,2013,2,long,4,103,2138.26,19.61,18.43,52.73,145.50,255.93,419.7,789.28,412.88,23.41,2137.47,0.79
USA,2013,2,long,4,104,12083.72,8.22,43.01,158.25,621.51,1016.69,1725.24,3922.52,4068.91,537.42,12101.77,-18.05
USA,2013,2,long,4,105,18737.68,45.29,213.00,874.39,1971.68,2244.14,2486.75,5274.58,5117.25,525.71,18752.79,-15.11
USA,2013,2,long,4,106,6036.3,13.39,35.85,89.29,271.83,498.78,998.81,2232.62,1763.03,134.09,6037.69,-1.39
USA,2013,2,long,4,107,2188.83,5.15,17.41,37.55,116.20,203.54,302.66,792.48,662.73,52.15,2189.87,-1.04
USA,2013,2,long,4,108,51559.97,55.61,217.10,1135.05,3463.08,6627.18,9944.49,17191.66,12009.91,917.34,51561.42,-1.45
USA,2013,2,long,4,109,2002.07,10.32,7.17,43.61,140.48,237.81,349.07,654.64,509.56,50.02,2002.68,-0.61
USA,2013,2,long,4,110,110903.12,83.55,310.30,1556.11,5392.40,10540.27,17627.44,38592.48,33723.65,3139.52,110965.72,-62.6
USA,2013,2,long,4,111,9372.68,173.73,248.88,542.81,895.37,1341.16,1853.22,2804.41,1452.76,55.34,9367.68,5
USA,2013,2,long,4,112,97900.49,616.14,748.64,1700.16,4094.68,7199.52,13664.78,35353.85,31915.40,2656.23,97949.4,-48.91
USA,2013,3,long,4,0,2596992.98,82393.71,52232.00,108588.04,263885.68,399679.87,517249.16,736996.89,410975.74,24991.89,2596992.98,0
USA,2013,3,long,4,1,1945932.27,79501.88,46381.18,88005.88,206031.79,308195.42,397004.06,533282.05,272217.12,15122.02,1945741.4,190.87
USA,2013,3,long,4,102,29.47,4.14,0,2.03,1.01,7.05,5.05,8.11,2.05,0,29.44,0.03
USA,2013,3,long,4,103,3277.27,30.85,41.90,102.47,266.73,435.31,656.57,1166.35,550.64,25.52,3276.34,0.93
USA,2013,3,long,4,104,20270.01,31.73,119.48,498.26,1829.82,2598.96,3349.04,6042.44,5213.86,607.12,20290.71,-20.7
USA,2013,3,long,4,105,37666.02,173.83,779.98,2705.90,5939.22,6420.53,5492.05,8580.98,6981.49,611.28,37685.26,-19.24
USA,2013,3,long,4,106,10957.76,34.86,91.92,278.08,668.89,1147.76,1959.41,3915.90,2684.54,179.5,10960.86,-3.1
USA,2013,3,long,4,107,4099.36,11.27,48.00,123.81,298.07,533.11,630.25,1373.80,1016.80,65.88,4100.99,-1.63
USA,2013,3,long,4,108,118320.42,161.73,849.17,4212.22,13140.68,21444.81,25340.86,33660.36,18407.80,1102.16,118319.79,0.63
USA,2013,3,long,4,109,4175.33,19.5,29.60,153.27,502.33,727.85,805.88,1141.06,736.21,60.58,4176.28,-0.95
USA,2013,3,long,4,110,252800.78,286.61,1319.55,6517.26,21581.41,36324.14,48400.30,80678.25,53854.66,3920.07,252882.25,-81.47
USA,2013,3,long,4,111,15701.38,367.81,437.55,970.13,1809.74,2595.85,3248.24,4231.67,1971.93,62.73,15695.65,5.73
USA,2013,3,long,4,112,183762.91,1769.5,2133.67,5018.73,11815.99,19249.08,30357.45,62915.92,47338.64,3235.03,183834.01,-71.1
USA,2014,1,long,4,0,1328240,54925.52,35588.94,64480.35,163099.50,246038.39,288153.87,331773.49,139617.56,4562.38,1328240,0
USA,2014,1,long,4,1,986863.56,53079.07,31503.87,50609.17,122198.17,182848.08,215390.23,236848.65,91673.65,2676.37,986827.26,36.3
USA,2014,1,long,4,102,13.14,0,1.02,1.01,2.02,2.02,3.03,2.02,2.03,0,13.15,-0.01
USA,2014,1,long,4,103,1080.58,16.33,21.40,56.78,92.94,189.46,250.80,320.76,129.94,2.08,1080.49,0.09
USA,2014,1,long,4,104,8234.17,15.36,94.67,340.70,1120.42,1732.22,1651.79,2101.19,1084.56,95.8,8236.71,-2.54
USA,2014,1,long,4,105,19873.1,145.75,626.27,1883.06,4244.88,4380.90,3225.11,3409.65,1870.52,89.56,19875.7,-2.6
USA,2014,1,long,4,106,4875.58,28.56,56.01,182.52,398.04,694.29,971.95,1598.88,919.00,27.08,4876.33,-0.75
USA,2014,1,long,4,107,2052.36,9.18,16.29,106.47,219.26,324.48,399.86,605.26,359.46,12.5,2052.76,-0.4
USA,2014,1,long,4,108,65693.12,106.03,587.52,2875.68,9508.18,14834.65,15463.97,15837.37,6268.30,210.36,65692.06,1.06
USA,2014,1,long,4,109,2220.86,7.13,16.30,97.38,346.71,511.12,499.80,490.46,232.64,19.79,2221.33,-0.47
USA,2014,1,long,4,110,141482.98,220.28,1015.24,4737.64,16250.13,26355.46,31195.45,40560.60,20379.27,783.19,141497.26,-14.28
USA,2014,1,long,4,111,6405.27,169.3,194.57,445.25,868.10,1305.13,1418.33,1497.09,498.6,8.33,6404.7,0.57
USA,2014,1,long,4,112,89445.28,1128.53,1455.78,3144.69,7850.65,12860.58,17683.55,28501.56,16199.59,637.32,89462.25,-16.97
USA,2014,2,long,4,0,1298176.95,28092.13,18997.78,42217.72,104992.27,168478.89,242678.90,392208.01,279160.38,21350.87,1298176.95,0
USA,2014,2,long,4,1,987497.29,27039.93,17023.99,36010.62,87343.66,137278.64,192724.76,288499.32,188308.21,13164.45,987393.58,103.71
USA,2014,2,long,4,102,10.13,0,2.04,1.02,0,0,4.03,3.03,0,0,10.12,0.01
USA,2014,2,long,4,103,2215.88,15.44,20.45,40.61,135.30,266.01,439.28,836.29,445.64,15.74,2214.76,1.12
USA,2014,2,long,4,104,11520.94,3.08,36.79,177.65,605.82,1091.31,1676.59,3760.34,3743.65,435.48,11530.71,-9.77
USA,2014,2,long,4,105,19303.82,39,257.56,897.45,2050.91,2269.42,2610.69,5176.50,5489.07,524.7,19315.3,-11.48
USA,2014,2,long,4,106,5942.52,16.4,29.64,94.41,261.48,549.16,1009.56,2162.22,1694.93,124.87,5942.67,-0.15
USA,2014,2,long,4,107,2416.92,8.19,20.44,43.65,102.98,226.73,386.89,840.47,725.29,62.96,2417.6,-0.68
USA,2014,2,long,4,108,49557.38,38.98,253.44,1072.05,3536.00,6757.36,9882.15,15856.22,11267.83,894.07,49558.1,-0.72
USA,2014,2,long,4,109,2016.93,6.19,13.29,40.61,156.49,256.95,353.65,660.40,477.42,52.47,2017.47,-0.54
USA,2014,2,long,4,110,107698.14,53.32,339.31,1586.87,5560.72,10676.87,17540.17,36378.96,32506.94,3100.07,107743.23,-45.09
USA,2014,2,long,4,111,9692.81,200.17,236.12,546.15,923.93,1408.70,2013.05,2754.57,1535.20,71.36,9689.25,3.56
USA,2014,2,long,4,112,100304.19,671.43,764.71,1706.63,4314.98,7697.74,14038.08,35279.69,32966.20,2904.7,100344.16,-39.97
USA,2014,3,long,4,0,2626416.95,83017.65,54586.72,106698.07,268091.77,414517.28,530832.77,723981.5,418777.94,25913.25,2626416.95,0
USA,2014,3,long,4,1,1974360.85,80119.03,48527.87,86619.77,209541.87,320126.71,408114.99,525348,279981.88,15840.82,1974220.94,139.91
USA,2014,3,long,4,102,23.27,0,3.06,2.03,2.02,2.02,7.05,5.05,2.03,0,23.26,0.01
USA,2014,3,long,4,103,3296.46,31.74,41.85,97.38,228.24,455.46,690.08,1157.05,575.59,17.82,3295.21,1.25
USA,2014,3,long,4,104,19755.12,18.43,131.46,518.36,1726.24,2823.53,3328.38,5861.52,4828.21,531.28,19767.41,-12.29
USA,2014,3,long,4,105,39176.92,184.75,883.84,2780.51,6295.78,6650.32,5835.8,8586.15,7359.59,614.26,39191,-14.08
USA,2014,3,long,4,106,10818.1,44.97,85.65,276.93,659.52,1243.45,1981.52,3761.09,2613.92,151.95,10819,-0.9
USA,2014,3,long,4,107,4469.28,17.37,36.72,150.13,322.24,551.21,786.75,1445.72,1084.76,75.46,4470.36,-1.08
USA,2014,3,long,4,108,115250.49,145.01,840.96,3947.73,13044.17,21592.02,25346.12,31693.59,17536.12,1104.43,115250.15,0.34
USA,2014,3,long,4,109,4237.79,13.32,29.58,137.99,503.20,768.07,853.45,1150.86,710.06,72.26,4238.79,-1
USA,2014,3,long,4,110,249181.12,273.61,1354.55,6324.52,21810.85,37032.33,48735.62,76939.56,52886.21,3883.26,249240.51,-59.39
USA,2014,3,long,4,111,16098.08,369.45,430.70,991.40,1792.02,2713.84,3431.38,4251.67,2033.78,79.69,16093.93,4.15
USA,2014,3,long,4,112,189749.47,1799.97,2220.48,4851.32,12165.62,20558.32,31721.63,63781.24,49165.79,3542.02,189806.39,-56.92
USA,2015,1,long,4,0,1373404.1,57965.04,38799.69,64295.45,163925.34,258107.84,298450.66,339077.46,147843.25,4939.37,1373404.1,0
USA,2015,1,long,4,1,1021177.64,56045.16,34607.37,50682.53,122955.97,191683.73,222802.34,242336.73,97072.97,2957.21,1021144.01,33.63
USA,2015,1,long,4,102,6.05,0,0,0,1.01,2.02,2.02,1.01,0,0,6.06,-0.01
USA,2015,1,long,4,103,1123.96,24.57,25.50,45.70,97.02,195.50,221.46,357.86,147.04,9.3,1123.95,0.01
USA,2015,1,long,4,104,8817.79,17.39,100.95,363.56,1226.49,1906.71,1805.91,2089.68,1246.98,61.97,8819.64,-1.85
USA,2015,1,long,4,105,21093.45,134.65,669.2,1868.83,4172.67,4855.31,3521.80,3664.82,2094.39,114.66,21096.33,-2.88
USA,2015,1,long,4,106,5246.62,21.54,61.18,160.46,415.22,785.02,1074.07,1669.37,1016.44,44.41,5247.71,-1.09
USA,2015,1,long,4,107,2303.13,5.1,29.58,113.74,215.20,342.64,430.83,715.74,426.09,24.79,2303.71,-0.58
USA,2015,1,long,4,108,65805.22,133.66,588.38,2801.87,9419.46,15192.6,15506.21,15602.97,6346.72,211.75,65803.62,1.6
USA,2015,1,long,4,109,2292.95,8.19,25.49,88.35,390.02,551.25,492.25,529.22,204.93,3.1,2292.8,0.15
USA,2015,1,long,4,110,143126.08,187.82,1067.77,4548.66,15823.11,27054.50,31780.46,40807.35,21067.26,802.58,143139.51,-13.43
USA,2015,1,long,4,111,7124.99,184.92,191.81,479.41,974.13,1481.63,1575.63,1624.09,598.52,14.46,7124.60,0.39
USA,2015,1,long,4,112,95286.22,1202.04,1432.46,3142.34,8235.04,14056.93,19237.68,29678.62,17621.91,695.14,95302.16,-15.94
USA,2015,2,long,4,0,1339225.92,29262.91,20237.66,41766.32,105794.39,175607.64,251512.06,398852.80,293601.44,22590.7,1339225.92,0
USA,2015,2,long,4,1,1018103.89,28105.71,18148.99,35560.27,87972.12,142448.97,199402.82,293715.82,198602.74,14056.49,1018013.93,89.96
USA,2015,2,long,4,102,13.15,0,0,0,2.02,3.02,1.01,5.05,2.03,0,13.13,0.02
USA,2015,2,long,4,103,2266.89,22.58,26.61,47.72,146.31,264.9,478.61,761.92,480.52,37.5,2266.67,0.22
USA,2015,2,long,4,104,12113.56,15.44,49.11,189.82,608.49,1226.76,1787.50,3859.54,3923.82,461.49,12121.97,-8.41
USA,2015,2,long,4,105,21064.47,46.11,260.91,888.29,2105.06,2621.78,2851.44,5708.10,5975.79,617.76,21075.24,-10.77
USA,2015,2,long,4,106,6377.95,17.46,37.86,88.35,285.59,602.29,1108.34,2315.16,1781.60,141.68,6378.33,-0.38
USA,2015,2,long,4,107,2736.07,6.15,24.56,68.01,125.12,256.83,392.97,907.55,877.69,78.13,2737.01,-0.94
USA,2015,2,long,4,108,49386.47,61.66,251.69,1093.33,3575.29,6984.98,9968.22,15478.75,11074.37,898,49386.29,0.18
USA,2015,2,long,4,109,2059.98,5.24,11.26,54.83,161.47,238.70,355.68,681.12,503.88,47.92,2060.1,-0.12
USA,2015,2,long,4,110,107998.66,63.6,350.97,1549.97,5505.80,11111.94,17855.57,35699.25,32768.61,3131.66,108037.37,-38.71
USA,2015,2,long,4,111,10201.32,215.93,263.02,549.36,967.74,1541.02,2094.75,2855.72,1622.39,88.55,10198.48,2.84
USA,2015,2,long,4,112,106903.51,703.03,812.68,1676.37,4339.38,8306.45,15215.15,36864.82,35988.00,3031.52,106937.4,-33.89
USA,2015,3,long,4,0,2712630.02,87227.95,59037.35,106061.77,269719.73,433715.48,549962.72,737930.26,441444.69,27530.07,2712630.02,0
USA,2015,3,long,4,1,2039281.52,84150.82,52756.34,86242.81,210928.10,334132.72,422205.17,536052.50,295675.7,17013.68,2039157.84,123.68
USA,2015,3,long,4,102,19.2,0,0,0,3.03,5.04,3.02,6.06,2.03,0,19.18,0.02
USA,2015,3,long,4,103,3390.85,47.15,52.12,93.42,243.33,460.40,700.07,1119.80,627.56,46.8,3390.65,0.20
USA,2015,3,long,4,104,20931.36,32.84,150.06,553.38,1834.97,3133.46,3593.41,5949.22,5170.80,523.47,20941.61,-10.25
USA,2015,3,long,4,105,42157.92,180.75,930.12,2757.12,6277.72,7477.10,6373.24,9372.92,8070.19,732.42,42171.58,-13.66
USA,2015,3,long,4,106,11624.57,39.01,99.04,248.80,700.81,1387.31,2182.42,3984.53,2798.04,186.09,11626.05,-1.48
USA,2015,3,long,4,107,5039.2,11.25,54.13,181.74,340.31,599.47,823.80,1623.30,1303.78,102.92,5040.7,-1.5
USA,2015,3,long,4,108,115191.69,195.31,840.08,3895.20,12994.75,22177.58,25474.42,31081.73,17421.10,1109.75,115189.92,1.77
USA,2015,3,long,4,109,4352.93,13.44,36.75,143.18,551.49,789.96,847.93,1210.35,708.81,51.02,4352.93,0
USA,2015,3,long,4,110,251124.74,251.44,1418.74,6098.63,21328.91,38166.43,49636.04,76506.60,53835.87,3934.25,251176.91,-52.17
USA,2015,3,long,4,111,17326.31,400.85,454.83,1028.78,1941.88,3022.63,3670.37,4479.81,2220.91,103.01,17323.07,3.24
USA,2015,3,long,4,112,202189.73,1905.09,2245.14,4818.71,12574.43,22363.38,34452.83,66543.44,53609.90,3726.66,202239.58,-49.85
USA,2016,1,long,4,0,1400232.02,61794.28,43556.99,66181.59,163978.37,268146.61,305220.15,336058.27,150248.40,5047.36,1400232.02,0
USA,2016,1,long,4,1,1042856.76,59962.36,39219.84,52380.54,122767.12,198644.03,227471.16,240552.53,98859.74,2967.38,1042824.7,32.06
USA,2016,1,long,4,102,13.12,0,1.02,0,1.01,3.03,6.04,2.02,0,0,13.12,0
USA,2016,1,long,4,103,1207.18,24.57,27.52,37.53,114.23,220.83,266.87,353.19,158.23,4.15,1207.12,0.06
USA,2016,1,long,4,104,9188.32,20.46,91.74,361.19,1260.58,2047.32,1966.88,2144.55,1226.63,70.51,9189.86,-1.54
USA,2016,1,long,4,105,22412.9,158.16,628.89,1900.52,4436.13,5298.97,3807.78,3795.49,2259.24,130.65,22415.83,-2.93
USA,2016,1,long,4,106,5548.32,17.36,67.27,194.74,450.84,776.43,1160.08,1811.31,1020.5,50.8,5549.33,-1.01
USA,2016,1,long,4,107,2829.21,11.28,32.62,99.42,265.85,452.77,595.15,835.53,504.10,33.18,2829.9,-0.69
USA,2016,1,long,4,108,65331.35,98.04,580.95,2853.57,9152.11,15588.99,15858.67,14871.54,6127.40,199.07,65330.34,1.01
USA,2016,1,long,4,109,2333.5,6.17,23.45,102.45,376.05,534.45,527.66,501.50,251.48,10.37,2333.58,-0.08
USA,2016,1,long,4,110,144529.01,165.53,1083.53,4541.14,15792.41,28397.11,32474.08,40136.29,21118.63,831.62,144540.34,-11.33
USA,2016,1,long,4,111,7042.79,171.65,229.33,511.36,955.29,1421.86,1556.83,1583.17,589.13,23.85,7042.47,0.32
USA,2016,1,long,4,112,96939.56,1158.7,1570.83,3199.13,8406.75,14760.82,19528.95,29471.15,18133.32,725.78,96955.43,-15.87
USA,2016,2,long,4,0,1344015.92,30549.85,22285.69,41927.21,106117.16,182835.44,255112.61,390489.61,291908.69,22789.66,1344015.92,0
USA,2016,2,long,4,1,1025320.73,29466.26,20139.46,35820.25,88011.9,148194.98,201886.42,289406.31,197985.99,14320.04,1025231.61,89.12
USA,2016,2,long,4,102,18.2,0,0,1.02,2.02,1.01,6.05,6.06,2.04,0,18.2,0
USA,2016,2,long,4,103,2355.55,21.55,38.79,47.69,142.44,301.27,509.05,755.02,508.01,31.3,2355.12,0.43
USA,2016,2,long,4,104,12336.04,11.31,64.29,205.99,685.89,1270.59,1928.36,3747.09,3903.39,529.01,12345.92,-9.88
USA,2016,2,long,4,105,21825.7,35.81,278.58,870.55,2157.77,2755.88,3122.81,5775.82,6174.13,665.7,21837.05,-11.35
USA,2016,2,long,4,106,6542.47,16.37,38.80,100.46,296.02,646.97,1193.70,2248.27,1836.99,165.93,6543.51,-1.04
USA,2016,2,long,4,107,3009.74,1.02,15.31,47.67,147.47,273.06,493.92,973.39,977.51,81.39,3010.74,-1
USA,2016,2,long,4,108,47628.69,43.05,222.40,1012.57,3581.85,6830.81,9871.87,14748.21,10512.27,803.46,47626.49,2.2
USA,2016,2,long,4,109,1955.65,1.02,13.27,55.80,147.44,277.09,353.80,569.03,503.05,35.48,1955.98,-0.33
USA,2016,2,long,4,110,105635.05,71.75,338.74,1459.93,5510.90,11730.09,17933.61,33761.93,31861.64,3003.08,105671.67,-36.62
USA,2016,2,long,4,111,10343.01,250.9,285.81,556.04,977.78,1590.00,2063.40,2832.96,1697.92,85.56,10340.37,2.64
USA,2016,2,long,4,112,107045.09,630.81,850.24,1749.24,4455.68,8963.69,15749.62,35665.52,35945.75,3068.71,107079.26,-34.17
USA,2016,3,long,4,0,2744247.94,92344.13,65842.68,108108.80,270095.53,450982.05,560332.76,726547.88,442157.09,27837.02,2744247.94,0
USA,2016,3,long,4,1,2068177.50,89428.65,59359.35,88200.76,210779.06,346838.99,429357.56,529958.82,296845.7,17287.46,2068056.35,121.15
USA,2016,3,long,4,102,31.32,0,1.02,1.02,3.03,4.03,12.09,8.08,2.04,0,31.31,0.01
USA,2016,3,long,4,103,3562.73,46.11,66.30,85.24,256.67,522.10,775.91,1108.21,666.24,35.45,3562.23,0.5
USA,2016,3,long,4,104,21524.36,31.78,156.03,567.18,1946.47,3317.92,3895.23,5891.65,5130.03,599.52,21535.81,-11.45
USA,2016,3,long,4,105,44238.59,193.97,907.47,2771.07,6593.90,8054.85,6930.59,9571.31,8433.38,796.34,44252.88,-14.29
USA,2016,3,long,4,106,12090.79,33.73,106.07,295.19,746.85,1423.40,2353.78,4059.59,2857.50,216.73,12092.84,-2.05
USA,2016,3,long,4,107,5838.95,12.3,47.92,147.10,413.32,725.83,1089.09,1808.92,1481.62,114.56,5840.66,-1.71
USA,2016,3,long,4,108,112960.04,141.09,803.35,3866.14,12733.96,22419.81,25730.55,29619.75,16639.66,1002.53,112956.84,3.2
